source,quote
https://api.chucknorris.io/jokes/search?query=all,Cocaine is really just Chuck Norris's dandruff
https://api.chucknorris.io/jokes/search?query=all,Michele Bachmann's face needed pastic surgery again after she called Chuck Norris' mother a social succubus for recieving social security payments that her husband & she paid into for 50 years.
https://api.chucknorris.io/jokes/search?query=all,"When you're Chuck Norris, all the sperms that didn't make it... MAKE it."
https://api.chucknorris.io/jokes/search?query=all,It all started when Chuck Norris invented the wheel.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was the fourth wise man, who gave baby Jesus the gift of beard, which he carried with him until he died. The other three wise men were enraged by the preference that Jesus showed to Chuck's gift, and arranged to have him written out of the bible. All three died soon after of mysterious roundhouse-kick related injuries."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris calls his left and right fists ""Great Vengeance"" and ""Furious Anger"""
https://api.chucknorris.io/jokes/search?query=all,Death only exists because Chuck Norris allows him to live.
https://api.chucknorris.io/jokes/search?query=all,"If you receive an invitation from Chuck Norris to attend a Texas Tea Party rally, it is actually his secret code for you to come over for a fun filled evening of jello shooters, beer pong & strip poker."
https://api.chucknorris.io/jokes/search?query=all,The apple never falls far from the tree. Keep this in mind when talking to a bearded child claiming to be one of Chuck Norris' spawn.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once abandoned one of his kids when it was discovered he was allergic to the family dinosaur!
https://api.chucknorris.io/jokes/search?query=all,The rain in Spain falls mainly where Chuck Norris tells it to.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can roundhouse kick you in the balls, face, and back of the head at the same time."
https://api.chucknorris.io/jokes/search?query=all,Wheaties are actually flash dried Chuck Norris boogers.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can hit you so hard that he can actually alter your DNA. Decades from now your descendants will occasionally clutch their heads and yell, ""What the hell was that?"""
https://api.chucknorris.io/jokes/search?query=all,when the U.S. invaded Iraq looking for weapons of mass destruction all they found... was Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,"The Colosseum is the last remaining Chuck Norris memorabilia on earth (apart from the earth itself). It was actually his first shit pot. When he grow up and left it, crowds of people started coming in just to view his shit and soon, kings, soldiers, gladiators and animals started fighting for it."
https://api.chucknorris.io/jokes/search?query=all,If queers had any balls they'd be real men like Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can literally HIT Puberty
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris roundhouse kicked a man in a wheelchair in the ground people dug that fossil up it is now a handicap parking sign but really it is a warning that Chuck is coming
https://api.chucknorris.io/jokes/search?query=all,all insect killing sprays are made out of Chuck Norris fart
https://api.chucknorris.io/jokes/search?query=all,"The Dynamic Duo was originally called Chuck Norris and Batman. When Chuck Norris got bored and retired, Batman got promoted and added Robin to the team."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is better than Ash Ketchum because Ash didn't catch all the Pokemon yet.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris lived in Jamaica in the early 70's, he killed literally hundreds of people with his chucklocks alone."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was originally going to be in Kombat Pack 2 for Mortal Kombat X. They cancelled him because 1 roundhouse kick kills the opponent instantly. FATALITY!
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris could call the National Organization for Women ""a bunch of fucked-up cunts"" and still win their Feminist of the Year award."
https://api.chucknorris.io/jokes/search?query=all,"If Chuck Norris says ""Lets have fun!"", he actually wants to roundhouse kick you to space."
https://api.chucknorris.io/jokes/search?query=all,Miley Cyrus calls Chuck Norris daddy.
https://api.chucknorris.io/jokes/search?query=all,"When nine hundred number operators get lonely at night, they call Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,"What is black, white and red all over? Chuck Norris roundhose kicked an actor in a black and white old movie."
https://api.chucknorris.io/jokes/search?query=all,"Someone once said, ""Chuck Norris doesn't look so tough"". All that is left of that person is an ass with a boot up it."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once kicked a giraffes face to a snake. Now to this day the snake was called: ""Brontosaurus."""
https://api.chucknorris.io/jokes/search?query=all,"Sinkholes are not caused by water under the earth, they are results of someone questioning Chuck Norris' volleyball spiking ability."
https://api.chucknorris.io/jokes/search?query=all,"There is a new Chuck Norris Visa Credit Card available. If you accrue enough Chuck Norris award points, he will personally punch the person of your choice in the face."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris literally whipped all of the U.S. Marines into shape while the U.S. Air Force was having thier mid-morning brunch and crochet lessons.
https://api.chucknorris.io/jokes/search?query=all,A grizzly bear shattered all its teeth when it bit Chuck Norris in the ass. A merciful Chuck Norris then lovingless fed the toothless grizzly 3 gallons of prueed salmon before ripping its gallbladder out through its asshole.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris rolled into a small Amish community in his Cadillac, and promptly introduced them to the pleasures of binge drinking, gambling, casual violence, sodomy, satanic death metal, porn and KFC."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can literally kill time.
https://api.chucknorris.io/jokes/search?query=all,"The jokes are slacking, pick up the paste guys, or Chuck Norris will Virtually Roundhouse your asses!!"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is a member of the Hall of Fame in 19 different sports.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once saw Spiderman on a wall so he folded up a newspaper and swatted him.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can swallow his tongue, reel out two feet of toilet paper and wipe his own ass with it."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris, Arnold Swarzenegger and Sylvester Stallone were going to swim across the Atlantic. Arnold swam a mile, then gave up. Stallone swam two miles, then gave up. Chuck swam day and night for weeks. When he was a hundred yards away from the coast of Europe he said; ""I'm bored"" and turned around and swam back home."
https://api.chucknorris.io/jokes/search?query=all,The U.S. Constitution's ban on cruel and unusual punishment specifically exempts Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"According to Forrest Gump: ""Life is not like a box of chocolates. Life is actually not pissing off Chuck Norris. And that's all I have to say about that!"""
https://api.chucknorris.io/jokes/search?query=all,"It's a little known fact that Chuck Norris's cat had a part in Harry Potter. To conceal her identity they called her "" Mrs Norris""."
https://api.chucknorris.io/jokes/search?query=all,"What Chuck Norris calls a ""chaser"" is what you and I call ""cobra venom""."
https://api.chucknorris.io/jokes/search?query=all,Ghosts are actually caused by Chuck Norris killing people faster than Grim Reaper can process them.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris put 5 of his good friends in the hospital, after they challenged him to a pillow fight."
https://api.chucknorris.io/jokes/search?query=all,Michael Jordan was recently asked who he thought was the greatest basketball player in the world. His answer? Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was originally cast to play the Terminator. However, the directors realized that if Chuck Norris was the Terminator, there would be no human resistence."
https://api.chucknorris.io/jokes/search?query=all,The US did not boycot the 1980 Summer Olympics. Chuck Norris was the only US qualifier for every event. He decided not to compete because there was no challenge.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can bend irony into balloon-animal shapes.
https://api.chucknorris.io/jokes/search?query=all,The world is actually a long action movie franchise and we're all just background characters in Chuck Norris' story.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris keeps all the nuclear launch codes pinned to his fridge.
https://api.chucknorris.io/jokes/search?query=all,"Every once in awhile Chuck Norris goes on vacation to asia or the Middle-East. While there he usually gets into a bar-fight. Afterwards, this is remembered as a ""war"""
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris went for a stroll in the jungle and was ambushed by a very hungry tiger. The attack was brutal, merciless and clinical. The tiger just doesn't have a ghost of chance at all. That is how Chuck Norris got the tiger rug in his living room."
https://api.chucknorris.io/jokes/search?query=all,"The Chicago Cubs are the worst team in baseball history. The only reason Cub fans still exist is because they are the only group of losers that Chuck Norris, uncharacteristically, has displayed any mercy for."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can complete the Kama Sutra in a weekend in his log cabin with nothing but a bottle of whiskey, a bag of salt and vinegar potato chips and a small hijacked busload of cheerleaders."
https://api.chucknorris.io/jokes/search?query=all,Miley Cyrus was inspired to do Wrecking Ball after actually swinging on one of Chuck Norris's balls.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' penis is usually equipped with a bayonet.
https://api.chucknorris.io/jokes/search?query=all,Little known fact: Chuck Norris actually owns more gold chains than Mr T. It's just that he hangs them off of his penis instead.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris frequently gets challenged to compare penis sizes with smartasses. Chuck always simply pulls out enough to win.
https://api.chucknorris.io/jokes/search?query=all,"The great wall of china was made as a stand for Chuck Norris's penis as Chuck Norris couldn't hold it up him self. Just kidding, he just wasn't bothered. And he HAS been alive that long."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' penis is large enough to pass a kidney stone as big as a bowling ball.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' penis is so massive that kids lose baseballs and frisbees on it
https://api.chucknorris.io/jokes/search?query=all,"The first pump shotgun was Actually the worlds largest shotgun because it is Chuck Norris's Penis, it destroyed Hiroshima and Nagasaki when he was getting a hand job from a hot girl."
https://api.chucknorris.io/jokes/search?query=all,A life-sized 24-carat gold sculpture of Chuck Norris' penis was in the briefcase in Pulp Fiction. Tarantino removed the scene at the end when Uma Thurman finally receives it.
https://api.chucknorris.io/jokes/search?query=all,"The eye of Chuck Norris' penis is all seeing, all knowing."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once had Sex with a whale. Not because he's a sick fuck or anything, it's just the only vagina in the world that can comfortably hold his Penis. The Same whale actually gave birth, and Chuck Norris named his whale son after himself... Moby Dick."
https://api.chucknorris.io/jokes/search?query=all,"Alf is actually Chuck Norris' detachable walking, talking cat eating penis."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has been meaning to get a penis reduction for years now, but his pride won't allow him to accept the countless invitations from limping, bow-legged women to pay for the procedure."
https://api.chucknorris.io/jokes/search?query=all,"Good Will Hunting was originally going to be called Good Chuck Norris. However, after producers watched the test footage (shot by Norris himself), they realized the constant graphic violence and extended hardcore sex scenes were too much for a mainstream audience, so, they decided to get a bunch of pussies to make a movie for wimps instead."
https://api.chucknorris.io/jokes/search?query=all,"Last year Chuck Norris went to Cannes Film Festival. On seeing him, a huge crowd of fans gathered, chanting ""au-to-graph! au-to-graph!"" in unison. Not to disappoint his ardent fans, he delivered a lightning fast roundhouse kick to the nearest fan, dropping him dead instantly. Chuck Norris beamed. The terrified fans changed their chant to ""NO autograph! NO autograph! NO autograph!"". Chuck Norris gave all of them his autograph anyway. Later in the evening he had sex with Gisele Bundchen."
https://api.chucknorris.io/jokes/search?query=all,"Football was invented when Chuck Norris kicked a pig 100 yards and caught it before it hit the ground , knocking down 11large men in the process . Then he had sex with eight girls in short skirts with large pom-poms ."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris if you read thi s please let me suck your balls to show you how gay I am
https://api.chucknorris.io/jokes/search?query=all,"When Barack Obama said ""Yes we can,"" he actually was referring to Chuck Norris"
https://api.chucknorris.io/jokes/search?query=all,Side effects to Chuck Norris sex: vagina set on fire; putting out fire with own orgasm; euphoric sobbing; broken bones; end of the Mayan Long Count Calendar; cops show up complaining about the screaming; dead cops; face shines with ethereal glory; Jeff Gordon's gay; curtain of the temple is rent in twain; all colors in the visible spectrum turn black.
https://api.chucknorris.io/jokes/search?query=all,"Justin Bieber, God and Chuck Norris are all on a tall building. Underneath is a very busy road. They all pull their trousers down to measure their dick size. Bieber had no dick, so he fell off. Norris started swinging, so God asked why. He replied ""I am dodging traffic""."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is responsible for China's over-population. He hosted a Karate tournament in Beijing and all women within 1,000 miles became pregnant instantly."
https://api.chucknorris.io/jokes/search?query=all,"Scientists created Arnold Schwarzenegger, Sly Stallone, Jean-Claude Van Damme, Vin Diesel, and Hulk Hogan by using urine samples from a toilet Chuck Norris once pissed in."
https://api.chucknorris.io/jokes/search?query=all,"Moundy MC, Mr Johnson, and Chuck Norris all enjoy anal sex."
https://api.chucknorris.io/jokes/search?query=all,An impression of Chuck Norris' asshole on any signed document is considered to be legally certified in all 50 states and 7 Asian countries.
https://api.chucknorris.io/jokes/search?query=all,"When asked about who should be the next pope, Chuck Norris reportedly said 'he could be some asshole from Buenos Aires for all I fucking care'."
https://api.chucknorris.io/jokes/search?query=all,"The next time you witness Chuck Norris brutally punching some asshole repeatedly in the face, if you look closely you will see little translucent '+50' numbers floating away."
https://api.chucknorris.io/jokes/search?query=all,"On his first day at boot camp, young Chuck Norris was told by the drill sergeant to 'drop and give me twenty'. Naturally, Chuck roundhouse-kicked the asshole into the next state and was promoted to general later that day."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris recently attended a Black Panther and KKK rally at the South Carolina state house. Authorities found no survivors.
https://api.chucknorris.io/jokes/search?query=all,"Eminem Sings about a Tornado meeting a Volcano, However we all know this is what happened when Chuck Norris created god."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris went on deal or no deal... the banker offered him 100 billion when he got all the top numbers on his fisrt round. he then raised it by 10 times when Chuck Norris said no.... the banker was then killed by picking up the rong phone
https://api.chucknorris.io/jokes/search?query=all,"Did you ever think at random ""hey I feel like I already been through this in past"" where you actually haven't? It's just Chuck Norris rewinding life so he can watch it again."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is a fat and lonely man who has bum sex with his 10 year old son, I know this because I am Chuck Norris son ""dad get that small dick out of there"""
https://api.chucknorris.io/jokes/search?query=all,"when Chuck Norris played foot ball in high school, the coach new better than to say bring the house, cause he new that Chuck Norris would bring the house the garage and the family car, and then throw it at the quarter back."
https://api.chucknorris.io/jokes/search?query=all,You know when you have that feeling that you've seen all of this before....... That's just your life flashing before your eyes after Chuck Norris roundhouse kicked you in the face.
https://api.chucknorris.io/jokes/search?query=all,When Chuck Norris stares at you your balls drop to the ground
https://api.chucknorris.io/jokes/search?query=all,Being scared of tite spaces is called clausaphobic being scared of water is called hydrophobic being scared of Chuck Norris is called logic
https://api.chucknorris.io/jokes/search?query=all,Pwnage was originally the term for being touched by Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,"Unfortunately Chuck Norris isn't doing the voting on these terrible jokes. You guys are. A guy say ""Chuck Norris favorite color is red, cause he sees a lot of blood!""Haha. That one gets 50 thumbs up from you guys. No joke its on there. Really? Wow"
https://api.chucknorris.io/jokes/search?query=all,"if Chuck Norris stared on the movie ""taken"" the movie would have been called ""given back questions asked"""
https://api.chucknorris.io/jokes/search?query=all,"Only one man has challenged Chuck Norris, he was suddenly vapour and I would seem Chuck Norris hadn't even moved."
https://api.chucknorris.io/jokes/search?query=all,"some people say cockroaches will inherit the earth after a nuclear war, and they will... that is if Chuck Norris isn't around to kill all of them first."
https://api.chucknorris.io/jokes/search?query=all,All of the UFO sightings were just people seeing Chuck Norris fly to McDonald's.
https://api.chucknorris.io/jokes/search?query=all,The only thing that makes Chuck Norris fall asleep is the sound of his own laughter after he kills a kids family making them orphans.
https://api.chucknorris.io/jokes/search?query=all,the moon has craters on it cos once Chuck Norris had sex with it and gave it syphilis - and small pox
https://api.chucknorris.io/jokes/search?query=all,"The USA is now the CNC [Chuck Norris Country]. Lawl did you really think i was Chuck Norris? no, im that ""..."" guy trololololololoftjhdlshkgksejeklnadjsuehukdkjfdlxgijhjwvddkDARN NOT AGAINhgjfsncdjcndchcnuckjhkxzsgk"
https://api.chucknorris.io/jokes/search?query=all,"All of Chuck Norris' chinese ex-girlfriends say ""chuck can fuck"" but it didnt work out because ""chuck ig-nore-us"""
https://api.chucknorris.io/jokes/search?query=all,God create the earth and all living things.... But Chuck Norris created God
https://api.chucknorris.io/jokes/search?query=all,(aka dont dis chuck ) It has to be Chuck Norris Chuck norris oops you almost made a fatal error Chuck norris cant catch em all Chuck norris didnt forget the quiche and he didnt pay for it either Chuck norris doesnt go to morrisons
https://api.chucknorris.io/jokes/search?query=all,"cats don't mess with Chuck Norris, coz they know dat 1 kick from him equals to 5 cat lifes and we all know Chuck Norris doesn't kick once"
https://api.chucknorris.io/jokes/search?query=all,will weston has no balls hes a fucking hermaphrodite. Chuck Norris hates hermaphrodites
https://api.chucknorris.io/jokes/search?query=all,last halloween Chuck Norris carved his pumpkin with an axe! The design? A picture of Chuck Norris carving a pumpkin with a freakin axe!
https://api.chucknorris.io/jokes/search?query=all,all gods pray to Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can play angry birds, listen to music and watch movies on a pay-phone... and all for free"
https://api.chucknorris.io/jokes/search?query=all,how much wood would a wood chuck chuck if the wood chuck was Chuck Norris...all of it...and them some.
https://api.chucknorris.io/jokes/search?query=all,"Bioluminescence is the production and emission of light by a living organism. Its name is a hybrid word, originating from the Greek bios for ""living"" and the Latin lumen ""light"". Bioluminescence is a naturally occurring form of chemiluminescence where energy is released by a chemical reaction in the Chuck Norris"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is did catch'em all
https://api.chucknorris.io/jokes/search?query=all,"As a child, Chuck Norris used to engoy making shapes in sandboxes. we call them pyramids"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once dug a hole all the way to the moon.
https://api.chucknorris.io/jokes/search?query=all,some said there is nothing to fear but fear itself. what he really meant was there is nothing to fear but Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,the fountain of youth is actually Chuck Norris' lavatory
https://api.chucknorris.io/jokes/search?query=all,"Its called the Chuck Norris roundhouse kick because it's delivered by Chuck Norris and when it strikes you, your head spins around and then you fly into a house."
https://api.chucknorris.io/jokes/search?query=all,"when you pay taxes, you dont pay them to the goverment. you are actually paying Chuck Norris not to kill you for living on the same land mass as him"
https://api.chucknorris.io/jokes/search?query=all,if a tree falls in the forest and Chuck Norris is around does he make a sound when he is killing your family
https://api.chucknorris.io/jokes/search?query=all,in the movie dodgeball when Chuck Norris gave the thumbs up all bets were off for stiller...... Chuck Norris cannot tell a lie
https://api.chucknorris.io/jokes/search?query=all,alien vs predator was origonally called aliens and predator vs Chuck Norris but nobody would pay 9 dollars to see a movie 14 seconds long
https://api.chucknorris.io/jokes/search?query=all,dear 'fuckwillweston' i found ur comment rude so i thought id share with you that i fucked Chuck Norris n he loved it and i also fucked ur mum they both loved my big balls!!!
https://api.chucknorris.io/jokes/search?query=all,When david belfirst first invented the telephone there were 2 missed calls from Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"when a doctor has an erection for more than four hours, they call Chuck Norris"
https://api.chucknorris.io/jokes/search?query=all,i will kill u all ps usa is now usck:the united states of Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,"You, the reader of this message, have nothing better to do than read Chuck Norris memes all day. One day your fat, acme-covered ass will die of AID's and virginity and i'll stand over your grave in a yellow thong thrusting my man meat on your tombstone tea bagging you."
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris was born people called him ""hucky"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has a do called round house
https://api.chucknorris.io/jokes/search?query=all,in third world war people will be calling heil norris! long live Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,"when Chuck Norris leaves a good first impression, 9 chances out of 10, it's usually the sole of his boot on there face."
https://api.chucknorris.io/jokes/search?query=all,dylan halllmark beat Chuck Norris up
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was originally cast in the hit film taken but he got his daughter back before the end of the opening scene
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris played a game of ping-pong with the wall.... and won
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has wings - on his balls ... of steel.
https://api.chucknorris.io/jokes/search?query=all,The referee was afraid to call a foul on Chuck Norris Because Chuck Norris can do worse then what he already did
https://api.chucknorris.io/jokes/search?query=all,"Saying Chuck Norris sucks actually means hes epic. Saying Chuck Norris is epic means hes epic. Saying Chuck Norris is good means hes epic...Obviously anything you say about Chuck Norris means hes epic. A boy: Chuck Norris, you suck. Chuck Norris: I am epic."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has a shit list its called the obituarys
https://api.chucknorris.io/jokes/search?query=all,"Goons, thugs, assasins, and maniacs wanna be called Chuck Norris"
https://api.chucknorris.io/jokes/search?query=all,when alexander gram bell inveted the first phone he already had 2 missed calls from Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can spike a volly ball... under handed
https://api.chucknorris.io/jokes/search?query=all,did u know Chuck Norris looks like he has red hair..... so all the people he has killed or beaten i just want to say that u got beat up by a GINGER.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't chew gum balls. he chews bowling balls.
https://api.chucknorris.io/jokes/search?query=all,When Chuck Norris was born people called him Chucky
https://api.chucknorris.io/jokes/search?query=all,God and Chuck Norris were once playing chess together. But then they got bored and Chuck thought of something called martial arts. thats why God always sends down people to earth instead of himself. guess he didn't love Jesus. huh.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was originally cast in the hit fil taken but he got his daughter back before the end of the opening scene
https://api.chucknorris.io/jokes/search?query=all,when Chuck Norris plays madden 2012 he plays on all-chuck
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once beat the entire New York jets football team by himself. And every play he ran was a punt!
https://api.chucknorris.io/jokes/search?query=all,"we all know that the hulk is green..with envy, because he knows Chuck Norris can kick his fucking ass"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris invented a game called hid and go peek
https://api.chucknorris.io/jokes/search?query=all,"did you ever notice that quidditch rhymes with spinach so harry potter is actually Popeye and we all know Popeye is actually Chuck Norris's penis so by that logic Chuck Norris's penis eats spinach flexes, and avada-round house kicks you in the face!"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris could order a steak at PETA's cafeteria and get one. But he's far more likely to kick the shit out of all the candy-asses in the place before roundhousing the building into rubble.
https://api.chucknorris.io/jokes/search?query=all,"""For Chuck Norris so loved the world that he gave his one and only Son, Chuck Norris, that whoever believes in him shall not perish but have eternal life."" -- John 3:16"
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once had a running race with a tortoise. In the middle of the race, Chuck Norris decided to take a nap. The tortoise managed to cover the distance and win the race while Chuck Norris was sleeping. On realizing he had won the race, the shocked and fear-stricken tortoise ran and hid in the depths of the Pacific ocean. Long story short, Chuck Norris has the shell of that tortoise hung on the wall of his house as a message to everyone that ""No one wins Chuck Norris, no matter what""."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't get called for jury duty. He gets called on to act as executioner.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has gotten wind that some ""Twilighters"" think Chuck Norris facts are actually Edward Cullen's!? Chuck Norris' response to this --- ""Choose the wolf, Bella. The pale-skinned white man is nothing but a sparkling fancy-pansy"" 'cause there is no theory of evolution - just a list of creatures Chuck Norris allows to live."
https://api.chucknorris.io/jokes/search?query=all,"At the dawn of time, Chuck Norris and Mr. T sat in an empty universe, bored with nothing to destroy, so they decided to arm wrestle. The competition began - it raged on for days and days, with thunderclaps of pure energy jolting off of their bulging muscles, ripping holes through reality, and creating the universe as we know it. Finally, after much-ado, and with one emphatic thud, Mr. T beat Chuck Norris at arm wrestling... ...And thus, Chuck Norris invented racism, and roundhouse kicked Mr. T into a bad 1980's TV show."
https://api.chucknorris.io/jokes/search?query=all,Someone once accused Chuck Norris of offering a call girl $1000 for an evening of sex. That's a damn lie. Call girls offer Chuck Norris well over $1000 for an evening of sex.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris does not save people's cellphone numbers. If he wants to call He guesses the number and always guesses right Chuck Norris never learned to drive. He just knew it Chuck Norris farted once.It was the 6 august 1945 in hiroshima japan.During world war II. The media covered him up saying it was an atomic bomb My email adress is nmkauka@hotmail.com. I'm a humorist #A_Reason_To_laugh
https://api.chucknorris.io/jokes/search?query=all,"The so-called Most Interesting Man in the World prefers Dos Equis beer. The truly Most Interesting Man in the World, Chuck Norris, always drinks American beer, thank you very fucking much."
https://api.chucknorris.io/jokes/search?query=all,"Which phrase has Chuck Norris never spoken? a. ""I was wrong."" b. ""My bad."" c. ""I don't know."" d. ""Was it good for you?"" e. All of the above The answer is ""e."" Chuck knows all, never makes a mistake, and satisfies every woman he nails at least twice each time."
https://api.chucknorris.io/jokes/search?query=all,If anyone says any thing about will weston I will personaly pin them down whilst Chuck Norris an will put their balls in your mouth cos I am the hardest guy in the world!!!! Gary Neville does not sleep.................. he waits. And kills.
https://api.chucknorris.io/jokes/search?query=all,the 3 blind mice may have rang all the bells in the church Chuck Norris rang all the bells in america the snap of his fingers then he got an award for rape
https://api.chucknorris.io/jokes/search?query=all,"Late at night, Chuck Norris was once walking back home alone after watching a Chuck Norris movie. A mugger approached him from the back, tapped on his shoulder and said ""Hey, gimme your money!"". Chuck Norris slowly turned around, paused for a while and gave the mugger a sarcastic smile. He then proceeded to rape the mugger anally, crush his skull, break his spine and killed him in a fraction of a second. Chuck Norris then brought the mugger back to life and then broke each of his limbs, eviscerated the mugger's gut, ate the mugger's still beating heart and infected him with AIDS, killing the unfortunate mugger once again. Chuck Norris then brough the mugger to life yet again for the second time, only to give the mugger a final fatal roundhous kick to his face killing the man and his soul at the same time. Chuck Norris then threw his packed wallet at the remains of his victim and said ""Do not tap on my shoulders ever again"", and continued to walk home slowly."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris fucks will weston anally - rape is Chuck's favourite game.
https://api.chucknorris.io/jokes/search?query=all,"When observing a Chuck Norris roundhouse kick in slow motion, one finds that Chuck Norris actually rapes his victim in the ass, smokes a cigarette with Dennis Leary, and then roundhouse kicks them in the face."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once got confused by looking at the infinity sign, so he roundhouse kicked it back into a clock, he now has it straped onto his wrist and calls it his wristwatch"
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris is playing Monopoly and goes to jail, his battleship will actually rape and murder other inmates."
https://api.chucknorris.io/jokes/search?query=all,"The official CIA report reads, ""Chuck Norris impaled Osama bin Laden with a flame, raped all 54 of his wives for 126 minutes, then roundhouse kicked his son in the soul. His son reached approximately 1 million degrees Fahrenheit in less than a second."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris donates all of his money to the M.Y. Wallet foundation, and you better too, or else."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is so money he's accepted at all highstreet retailers.
https://api.chucknorris.io/jokes/search?query=all,Once Chuck Norris went on a game show called Fear Factor and won the money with no sweat
https://api.chucknorris.io/jokes/search?query=all,"In response to the recent Ice Bucket Challenge that is trending worldwide, Chuck Norris invented a version of his own. Simply called the ""Bucket Challenge,"" you donate money to Chuck Norris or he repeatedly throws buckets at you until you give in."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris walked into a bank during a robbery. When the crooks saw Chuck, they returned all the money then gave the teller all the money from their own wallets."
https://punsandjokes.com/chuck-norris-jokes/,The best Chuck Norris jokes never fail to make people laugh. There’s something about these jokes that continue to have staying power year after year.
https://punsandjokes.com/chuck-norris-jokes/,"You would assume that they wouldn’t be funny anymore after so much time in the spotlight, but they have remarkable staying power (just like Chuck Norris)."
https://punsandjokes.com/chuck-norris-jokes/,"This list of the best Chuck Norris jokes is a combination of the old and the new. We had a blast putting it together, and know you’ll enjoy reading them."
https://punsandjokes.com/chuck-norris-jokes/,"We hope you enjoyed these Chuck Norris jokes as much as we did. This was one of our favorite (and most time-consuming) lists to put together, so we hope it was worth it!"
https://punsandjokes.com/chuck-norris-jokes/,"If you know any other new Chuck Norris jokes that we should include, send them our way. If we think they’re good we’ll make sure to add them!"
